Image,Ground Truth Season,a photo of spring,a photo of summer,a photo of autumn,a photo of winter,blooming flowers,dense green trees,colorful leaves,bare trees,a colorful wildflowers,sunlit wheat fields,yellow leaves,icy rivers,green grass and fresh buds on trees,dense green trees in summer,brown leaves in fall,cold weather with bare trees
/mnt/lake/VBags/150820/frame0480.jpg,Summer,0.00467,0.992,0.001885,0.001162,0.2094,0.2773,0.01917,0.4944,0.08997,0.0467,0.708,0.1555,0.1187,0.1926,0.5664,0.12244
/mnt/lake/VBags/150820/frame0454.jpg,Summer,0.007225,0.9917,0.0003226,0.0006413,0.8394,0.0352,0.05893,0.0668,0.07227,0.486,0.08057,0.361,0.511,0.1313,0.2341,0.12335
/mnt/lake/VBags/150820/frame0394.jpg,Summer,0.384,0.435,0.05035,0.1306,0.01069,0.2147,0.0012,0.7734,0.002554,0.0003483,0.102,0.895,0.0355,0.0653,0.3264,0.5728
/mnt/lake/VBags/150820/frame0390.jpg,Summer,0.2058,0.73,0.04523,0.01915,0.0282,0.294,0.005383,0.6724,0.007065,0.002724,0.767,0.2233,0.05087,0.1183,0.5645,0.2666
/mnt/lake/VBags/150820/frame0376.jpg,Summer,0.2795,0.692,0.00363,0.02519,0.04947,0.434,0.001076,0.5156,0.003822,0.0003393,0.1575,0.8384,0.1449,0.3477,0.1543,0.353
/mnt/lake/VBags/150820/frame0358.jpg,Summer,0.1549,0.8115,0.00847,0.02528,0.05496,0.4746,0.002958,0.4673,0.00526,0.000224,0.3057,0.689,0.1274,0.2827,0.3987,0.1913
/mnt/lake/VBags/150820/frame0402.jpg,Summer,0.01735,0.962,0.0179,0.002789,0.01831,0.4648,0.00633,0.5107,0.008896,0.003027,0.6436,0.3445,0.0321,0.2335,0.686,0.0482
/mnt/lake/VBags/150820/frame0395.jpg,Summer,0.2842,0.651,0.02408,0.04095,0.05096,0.2079,0.00393,0.7373,0.01394,0.001181,0.2357,0.749,0.07025,0.06396,0.646,0.2198
/mnt/lake/VBags/150820/frame0068.jpg,Summer,0.65,0.3372,0.002872,0.010025,0.1658,0.597,0.00706,0.2301,0.01532,0.0002897,0.3225,0.6616,0.4546,0.3325,0.1365,0.07654
/mnt/lake/VBags/150820/frame0285.jpg,Summer,0.07904,0.89,0.01656,0.01417,0.038,0.4487,0.004986,0.5083,0.002333,0.0002537,0.8438,0.1537,0.1016,0.3035,0.5083,0.0869
/mnt/lake/VBags/150820/frame0375.jpg,Summer,0.089,0.899,0.004295,0.0079,0.0761,0.3926,0.002861,0.5283,0.01174,0.000844,0.4475,0.54,0.10626,0.4836,0.2756,0.1343
/mnt/lake/VBags/150820/frame0244.jpg,Summer,0.05954,0.9316,0.005714,0.003256,0.1108,0.7,0.01753,0.1716,0.01997,0.000408,0.918,0.06152,0.06836,0.2788,0.638,0.01455
/mnt/lake/VBags/150820/frame0229.jpg,Summer,0.0361,0.9316,0.02156,0.01084,0.497,0.0441,0.04697,0.412,0.003296,0.9575,0.02892,0.010155,0.1664,0.00754,0.7344,0.0919
/mnt/lake/VBags/150820/frame0113.jpg,Summer,0.4412,0.2937,0.11505,0.15,0.0869,0.02734,0.02164,0.8643,0.00928,0.507,0.1671,0.3171,0.2378,0.004936,0.2378,0.5195
/mnt/lake/VBags/150820/frame0180.jpg,Summer,0.1979,0.7124,0.0294,0.06033,0.07715,0.01259,0.01362,0.8965,0.003944,0.623,0.1049,0.268,0.2019,0.002836,0.2289,0.5664
/mnt/lake/VBags/150820/frame0119.jpg,Summer,0.1332,0.7783,0.03114,0.05728,0.2118,0.03003,0.01909,0.7393,0.01143,0.4158,0.10187,0.471,0.1454,0.01395,0.2286,0.612
/mnt/lake/VBags/150820/frame0420.jpg,Summer,0.1105,0.8555,0.0007105,0.03317,0.6772,0.05386,0.02751,0.2415,0.0059,0.1954,0.0009193,0.798,0.1371,0.11914,0.05807,0.6855
/mnt/lake/VBags/150820/frame0112.jpg,Summer,0.0205,0.942,0.0354,0.002298,0.2134,0.06714,0.04135,0.678,0.03436,0.6904,0.2386,0.0366,0.1819,0.06287,0.518,0.2372
/mnt/lake/VBags/150820/frame0230.jpg,Summer,0.0658,0.853,0.0745,0.006718,0.6333,0.008896,0.00785,0.3499,0.1522,0.693,0.1097,0.045,0.1505,0.00218,0.7764,0.0711
/mnt/lake/VBags/150820/frame0010.jpg,Summer,0.0966,0.8477,0.0015135,0.0542,0.06714,0.001817,0.01894,0.912,0.00658,0.7144,0.02026,0.2588,0.0325,9.42e-05,0.00293,0.9644
/mnt/lake/VBags/150820/frame0419.jpg,Summer,0.1301,0.8354,0.0004768,0.03394,0.843,0.0332,0.04907,0.0748,0.00968,0.09045,0.0006337,0.8994,0.332,0.12213,0.126,0.4197
/mnt/lake/VBags/150820/frame0095.jpg,Summer,0.08954,0.8906,0.01104,0.008865,0.03168,0.0124,0.001227,0.9546,0.00894,0.545,0.08356,0.3628,0.05795,0.00875,0.05444,0.879
/mnt/lake/VBags/150820/frame0360.jpg,Summer,0.1102,0.881,0.004276,0.004696,0.0668,0.634,0.004913,0.2947,0.01714,0.00086,0.6636,0.3184,0.1093,0.3264,0.5215,0.04282
/mnt/lake/VBags/150820/frame0035.jpg,Summer,0.1938,0.779,0.01668,0.010765,0.09216,0.514,0.005623,0.3882,0.003063,0.0006323,0.9326,0.0635,0.1487,0.2267,0.5522,0.07245
/mnt/lake/VBags/150820/frame0404.jpg,Summer,0.02869,0.95,0.01852,0.002668,0.04733,0.559,0.003593,0.3901,0.01674,0.003675,0.769,0.2103,0.06177,0.304,0.586,0.0481
/mnt/lake/VBags/150820/frame0243.jpg,Summer,0.0847,0.911,0.0016775,0.002682,0.2162,0.666,0.00763,0.1104,0.03308,0.00108,0.9077,0.05804,0.2292,0.268,0.493,0.00992
/mnt/lake/VBags/150820/frame0377.jpg,Summer,0.1805,0.7964,0.00545,0.0176,0.01365,0.2964,0.000701,0.6895,0.002674,0.0006976,0.3267,0.67,0.05478,0.3103,0.1313,0.5034
/mnt/lake/VBags/150820/frame0277.jpg,Summer,0.0832,0.9087,0.002216,0.006027,0.00555,0.08954,0.0003083,0.905,0.000579,0.00048,0.01564,0.9834,0.11224,0.1909,0.01982,0.677
/mnt/lake/VBags/150820/frame0258.jpg,Summer,0.07983,0.9136,0.001556,0.004948,0.07104,0.5586,0.004005,0.3665,0.005928,0.001511,0.577,0.4155,0.1957,0.508,0.2361,0.06064
/mnt/lake/VBags/150820/frame0466.jpg,Summer,0.10095,0.723,0.1276,0.04843,0.03096,0.1168,0.015564,0.8364,0.02965,0.005657,0.471,0.4937,0.01593,0.02928,0.8296,0.1252
/mnt/lake/VBags/150820/frame0063.jpg,Summer,0.2047,0.7725,0.00987,0.013084,0.0826,0.4326,0.009415,0.4753,0.007603,0.001005,0.706,0.2854,0.1239,0.2502,0.506,0.1201
/mnt/lake/VBags/150820/frame0374.jpg,Summer,0.10956,0.8755,0.005455,0.00943,0.05487,0.4968,0.003,0.4453,0.00469,0.0006595,0.3901,0.6045,0.1023,0.4443,0.2532,0.2003
/mnt/lake/VBags/150827/frame0195.jpg,Summer,0.0053,0.994,0.0001117,0.0002766,0.467,0.1746,0.000295,0.3582,0.6855,0.1603,0.01152,0.1426,0.788,0.139,0.01023,0.0627
/mnt/lake/VBags/150827/frame0324.jpg,Summer,0.00482,0.9937,0.0002897,0.001239,0.0913,0.1415,0.002472,0.7646,0.003891,0.00383,0.01009,0.9824,0.06647,0.12225,0.07416,0.7373
/mnt/lake/VBags/150827/frame0325.jpg,Summer,0.004745,0.993,0.000775,0.001076,0.261,0.07477,0.00813,0.6562,0.02429,0.007183,0.0848,0.884,0.02864,0.0676,0.1989,0.705
/mnt/lake/VBags/150827/frame0202.jpg,Summer,0.00722,0.9907,0.000932,0.000918,0.8633,0.05103,0.002947,0.0828,0.656,0.2129,0.06696,0.0644,0.859,0.0549,0.05157,0.03488
/mnt/lake/VBags/150827/frame0170.jpg,Summer,0.00953,0.9873,0.00163,0.001681,0.03717,0.1917,0.00114,0.77,0.00851,0.00851,0.615,0.3674,0.06384,0.3733,0.3142,0.2487
/mnt/lake/VBags/150827/frame0323.jpg,Summer,0.011284,0.985,0.000898,0.003183,0.0667,0.0536,0.0009665,0.879,0.00951,0.03117,0.03372,0.926,0.05356,0.04044,0.04172,0.8643
/mnt/lake/VBags/150827/frame0322.jpg,Summer,0.014885,0.98,0.001112,0.003881,0.10077,0.1056,0.001308,0.7925,0.05246,0.06134,0.195,0.6914,0.03894,0.06125,0.06726,0.8325
/mnt/lake/VBags/150827/frame0169.jpg,Summer,0.0156,0.9805,0.001148,0.002932,0.1097,0.1956,0.001447,0.6934,0.07025,0.0211,0.2822,0.6265,0.2773,0.2773,0.1763,0.2688
/mnt/lake/VBags/150827/frame0321.jpg,Summer,0.01356,0.9805,0.001079,0.004986,0.03943,0.1686,0.0003574,0.7915,0.0806,0.1268,0.2059,0.5864,0.0692,0.1912,0.01807,0.7217
/mnt/lake/VBags/150827/frame0203.jpg,Summer,0.01904,0.977,0.000455,0.003693,0.815,0.10364,0.004345,0.077,0.2194,0.3142,0.273,0.1936,0.9243,0.03586,0.02351,0.01616
/mnt/lake/VBags/150827/frame0130.jpg,Summer,0.1824,0.756,0.0293,0.03268,0.01944,0.3445,0.002357,0.634,0.00715,0.001282,0.8325,0.1589,0.1853,0.2961,0.2612,0.2573
/mnt/lake/VBags/150827/frame0042.jpg,Summer,0.254,0.5723,0.00451,0.1692,0.02563,0.225,0.0002475,0.749,0.01468,0.004074,0.367,0.6143,0.11725,0.08575,0.0445,0.7524
/mnt/lake/VBags/150827/frame0262.jpg,Summer,0.06696,0.8413,0.06192,0.02971,0.02036,0.595,0.00631,0.3782,0.00805,0.0001923,0.61,0.3818,0.00987,0.1921,0.725,0.07294
/mnt/lake/VBags/150827/frame0209.jpg,Summer,0.04102,0.891,0.05435,0.01374,0.01191,0.5063,0.005898,0.4758,0.002142,5.8e-05,0.934,0.0636,0.01495,0.1766,0.7793,0.02928
/mnt/lake/VBags/150827/frame0151.jpg,Summer,0.0838,0.833,0.04346,0.03958,0.04254,0.2566,0.003386,0.6973,0.01195,0.0002024,0.532,0.4553,0.02396,0.242,0.5625,0.1715
/mnt/lake/VBags/150827/frame0246.jpg,Summer,0.1432,0.762,0.05026,0.04437,0.03204,0.299,0.00499,0.6636,0.003891,0.00010866,0.8145,0.1816,0.0298,0.0798,0.831,0.05927
/mnt/lake/VBags/150827/frame0272.jpg,Summer,0.0641,0.927,0.003092,0.005867,0.0378,0.702,0.00174,0.2583,0.02963,0.001087,0.3552,0.614,0.1316,0.4968,0.3308,0.04077
/mnt/lake/VBags/150827/frame0303.jpg,Summer,0.1313,0.8433,0.00814,0.01723,0.011765,0.2363,0.000788,0.751,0.00513,0.0002515,0.5933,0.4014,0.1398,0.2166,0.3743,0.2695
/mnt/lake/VBags/150827/frame0271.jpg,Summer,0.2278,0.7236,0.02364,0.02477,0.08795,0.4683,0.004112,0.4397,0.01656,0.0001882,0.661,0.3223,0.10266,0.1339,0.6904,0.0728
/mnt/lake/VBags/150827/frame0254.jpg,Summer,0.1254,0.83,0.02213,0.02248,0.0674,0.3474,0.003302,0.582,0.007904,0.0002156,0.8584,0.1337,0.03906,0.157,0.7603,0.04358
/mnt/lake/VBags/150827/frame0205.jpg,Summer,0.0787,0.9146,0.00261,0.004044,0.7954,0.0674,0.01152,0.1259,0.663,0.1033,0.2021,0.0315,0.799,0.02129,0.1455,0.03455
/mnt/lake/VBags/150827/frame0193.jpg,Summer,0.0194,0.979,0.0003233,0.001183,0.2747,0.204,0.000436,0.521,0.2303,0.417,0.066,0.2866,0.895,0.05048,0.001727,0.05292
/mnt/lake/VBags/150827/frame0206.jpg,Summer,0.1713,0.8174,0.004494,0.00707,0.1761,0.1578,0.001453,0.6646,0.3645,0.2078,0.271,0.1567,0.8975,0.02177,0.04608,0.0348
/mnt/lake/VBags/150827/frame0201.jpg,Summer,0.3547,0.6323,0.001617,0.011055,0.8535,0.0806,0.02275,0.04315,0.793,0.0804,0.0755,0.0511,0.9907,0.001927,0.001598,0.0058
/mnt/lake/VBags/150827/frame0217.jpg,Summer,0.441,0.448,0.0282,0.0829,0.4402,0.03503,0.002007,0.523,0.1348,0.02003,0.2023,0.643,0.6313,0.00782,0.07196,0.289
/mnt/lake/VBags/150827/frame0207.jpg,Summer,0.2166,0.756,0.01045,0.01723,0.0792,0.2852,0.002586,0.633,0.1871,0.05038,0.449,0.3135,0.4258,0.1027,0.288,0.1832
/mnt/lake/VBags/150827/frame0194.jpg,Summer,0.0764,0.9165,0.001561,0.005367,0.408,0.2676,0.001694,0.3228,0.349,0.1346,0.1501,0.366,0.9136,0.03656,0.02435,0.02551
/mnt/lake/VBags/150827/frame0198.jpg,Summer,0.2019,0.7383,0.012505,0.0472,0.2377,0.4727,0.007404,0.2822,0.07855,0.0843,0.399,0.4382,0.8984,0.0507,0.01724,0.03375
/mnt/lake/VBags/150827/frame0340.jpg,Summer,0.213,0.7554,0.01221,0.0195,0.1619,0.3591,0.003107,0.4758,0.0752,0.0456,0.4534,0.4258,0.4268,0.208,0.2588,0.10626
/mnt/lake/VBags/150827/frame0222.jpg,Summer,0.1071,0.856,0.00951,0.02751,0.4858,0.05368,0.004074,0.4563,0.167,0.1301,0.2627,0.4402,0.3625,0.02626,0.0671,0.544
/mnt/lake/VBags/150827/frame0138.jpg,Summer,0.05878,0.9336,0.003115,0.004326,0.0957,0.6543,0.001809,0.2483,0.09283,0.004997,0.416,0.4863,0.197,0.6357,0.1195,0.04755
/mnt/lake/VBags/150827/frame0061.jpg,Summer,0.1343,0.8354,0.02124,0.008995,0.03757,0.362,0.003283,0.597,0.00516,0.0002098,0.91,0.08466,0.0938,0.1699,0.672,0.06445
/mnt/lake/VBags/150827/frame0245.jpg,Summer,0.021,0.966,0.008484,0.00491,0.006805,0.632,0.001259,0.36,0.006607,0.001407,0.55,0.442,0.0213,0.6836,0.2362,0.0588
/mnt/lake/VBags/150827/frame0247.jpg,Summer,0.06604,0.8833,0.03268,0.01805,0.02882,0.544,0.003609,0.4236,0.005566,0.0004678,0.788,0.2057,0.0348,0.2778,0.636,0.0514
/mnt/lake/VBags/150827/frame0266.jpg,Summer,0.03183,0.9297,0.02852,0.00986,0.007904,0.5903,0.002691,0.3992,0.007145,0.0004568,0.674,0.3184,0.01313,0.2517,0.695,0.04044
/mnt/lake/VBags/150827/frame0142.jpg,Summer,0.1405,0.822,0.006996,0.03087,0.09125,0.2441,0.000982,0.6636,0.01258,0.002829,0.7197,0.265,0.2448,0.2566,0.2688,0.23
/mnt/lake/VBags/150827/frame0248.jpg,Summer,0.05646,0.9253,0.01012,0.00813,0.0399,0.486,0.003077,0.471,0.03287,0.002272,0.5825,0.382,0.0696,0.3943,0.461,0.07526
/mnt/lake/VBags/150827/frame0310.jpg,Summer,0.2006,0.757,0.01724,0.0255,0.0678,0.4932,0.003708,0.4353,0.005775,9.936e-05,0.466,0.5283,0.06274,0.1459,0.7183,0.07336
/mnt/lake/VBags/150827/frame0224.jpg,Summer,0.1904,0.7075,0.0628,0.0393,0.06052,0.5654,0.003633,0.3706,0.00974,0.003065,0.716,0.2717,0.1785,0.1929,0.567,0.06165
/mnt/lake/VBags/150827/frame0143.jpg,Summer,0.10754,0.8457,0.01756,0.02895,0.07434,0.508,0.003216,0.4146,0.00921,0.003662,0.4436,0.5435,0.131,0.3452,0.4294,0.09436
/mnt/lake/VBags/150902/frame0023.jpg,Autumn,0.1229,0.7075,0.1506,0.01915,0.653,0.139,0.014885,0.193,0.01761,0.0206,0.8486,0.1131,0.1173,0.0231,0.8145,0.04523
/mnt/lake/VBags/150902/frame0030.jpg,Autumn,0.07404,0.772,0.1497,0.00459,0.1335,0.3518,0.01865,0.496,0.007736,0.001726,0.982,0.0085,0.1917,0.075,0.712,0.0215
/mnt/lake/VBags/150902/frame0029.jpg,Autumn,0.4343,0.4082,0.12445,0.033,0.1149,0.04572,0.00311,0.8364,0.02231,0.003998,0.948,0.02527,0.23,0.006035,0.635,0.129
/mnt/lake/VBags/150902/frame0035.jpg,Autumn,0.1229,0.753,0.1035,0.02039,0.02682,0.1617,0.002615,0.8086,0.003645,0.001891,0.92,0.07434,0.1376,0.1418,0.544,0.1766
/mnt/lake/VBags/150902/frame0072.jpg,Autumn,0.2725,0.449,0.08844,0.1902,0.01237,0.04892,0.001187,0.9375,0.000749,0.000773,0.6396,0.359,0.04004,0.01834,0.3054,0.636
/mnt/lake/VBags/150902/frame0096.jpg,Autumn,0.14,0.745,0.0823,0.03275,0.022,0.415,0.0044,0.5586,0.004467,0.000577,0.623,0.372,0.0543,0.1621,0.6514,0.1323
/mnt/lake/VBags/150902/frame0133.jpg,Autumn,0.0882,0.8237,0.0803,0.007706,0.244,0.1931,0.02133,0.5415,0.03102,0.00332,0.935,0.03053,0.105,0.02916,0.813,0.0528
/mnt/lake/VBags/150902/frame0022.jpg,Autumn,0.1816,0.741,0.06274,0.01445,0.1646,0.1498,0.003868,0.6816,0.01811,0.03833,0.7944,0.1493,0.677,0.03317,0.1685,0.1214
/mnt/lake/VBags/150902/frame0150.jpg,Autumn,0.2347,0.701,0.0524,0.01187,0.1488,0.0692,0.01428,0.7676,0.02515,0.002865,0.7583,0.2139,0.1858,0.01099,0.6797,0.1237
/mnt/lake/VBags/150902/frame0149.jpg,Autumn,0.1882,0.756,0.0461,0.00967,0.1279,0.2212,0.01101,0.6396,0.07227,0.00566,0.789,0.1329,0.08466,0.0342,0.829,0.0522
/mnt/lake/VBags/150902/frame0091.jpg,Autumn,0.3372,0.592,0.03287,0.03842,0.157,0.2284,0.003523,0.6113,0.00496,0.0004685,0.7593,0.2352,0.2408,0.09143,0.543,0.12494
/mnt/lake/VBags/150902/frame0097.jpg,Autumn,0.0639,0.91,0.01802,0.007755,0.06174,0.4634,0.004402,0.4707,0.02544,0.012794,0.7554,0.2065,0.1201,0.2974,0.4604,0.122
/mnt/lake/VBags/150902/frame0037.jpg,Autumn,0.1893,0.7725,0.00858,0.0295,0.1837,0.3274,0.004894,0.484,0.004158,0.0002038,0.87,0.1254,0.1893,0.1322,0.583,0.0952
/mnt/lake/VBags/150902/frame0058.jpg,Autumn,0.4377,0.5117,0.00854,0.042,0.05093,0.01706,0.0007734,0.931,0.04932,0.0422,0.1721,0.7363,0.0129,0.002312,0.02228,0.9624
/mnt/lake/VBags/150902/frame0107.jpg,Autumn,0.4138,0.3125,0.045,0.2286,0.0366,0.08777,0.002821,0.873,0.0007954,0.000555,0.1665,0.832,0.113,0.01578,0.2976,0.5737
/mnt/lake/VBags/150902/frame0093.jpg,Autumn,0.7246,0.1748,0.0244,0.07635,0.1492,0.3108,0.002954,0.537,0.003742,0.0005145,0.4978,0.4978,0.3596,0.0625,0.3596,0.2181
/mnt/lake/VBags/150902/frame0008.jpg,Autumn,0.3015,0.5635,0.01346,0.1218,0.0682,0.03075,0.002686,0.8984,0.0937,0.0777,0.2546,0.5737,0.01912,0.002079,0.02826,0.9507
/mnt/lake/VBags/150902/frame0010.jpg,Autumn,0.1086,0.854,0.009056,0.02832,0.3867,0.1276,0.0045,0.4812,0.2227,0.0806,0.5864,0.1102,0.3765,0.11664,0.1364,0.3706
/mnt/lake/VBags/150902/frame0059.jpg,Autumn,0.1335,0.8438,0.01343,0.00909,0.0826,0.132,0.001769,0.7837,0.00579,0.0006547,0.6,0.3936,0.0989,0.12305,0.4163,0.3618
/mnt/lake/VBags/150902/frame0084.jpg,Autumn,0.3594,0.593,0.02028,0.02771,0.05722,0.1967,0.004017,0.742,0.0018425,0.0002099,0.72,0.2776,0.1594,0.0551,0.621,0.1646
/mnt/lake/VBags/150902/frame0146.jpg,Autumn,0.1339,0.8076,0.04416,0.014336,0.176,0.2947,0.01198,0.517,0.002678,0.0005274,0.9243,0.0724,0.04187,0.0609,0.841,0.05634
/mnt/lake/VBags/150902/frame0011.jpg,Autumn,0.1423,0.819,0.02397,0.01477,0.973,0.001632,0.001396,0.02399,0.2173,0.003298,0.7583,0.02118,0.3457,0.001902,0.5703,0.08215
/mnt/lake/VBags/150902/frame0081.jpg,Autumn,0.3887,0.548,0.01846,0.04498,0.02986,0.1615,0.001419,0.807,0.002459,0.0003514,0.3765,0.6206,0.1431,0.07306,0.4011,0.3828
/mnt/lake/VBags/150902/frame0140.jpg,Autumn,0.688,0.2612,0.01863,0.03217,0.1395,0.03018,0.001784,0.8286,0.00757,0.0011425,0.4265,0.565,0.1309,0.01637,0.3188,0.534
/mnt/lake/VBags/150902/frame0134.jpg,Autumn,0.168,0.777,0.04053,0.01468,0.141,0.2019,0.005466,0.652,0.0076,0.005302,0.8643,0.1226,0.1425,0.1145,0.6094,0.1338
/mnt/lake/VBags/150902/frame0130.jpg,Autumn,0.1152,0.878,0.00376,0.003166,0.383,0.2148,0.00691,0.3953,0.0726,0.001904,0.912,0.01363,0.4163,0.06287,0.479,0.04187
/mnt/lake/VBags/150902/frame0148.jpg,Autumn,0.0798,0.8984,0.01453,0.00719,0.2015,0.4685,0.002787,0.3271,0.0443,0.01086,0.8896,0.0551,0.5728,0.08124,0.3262,0.0199
/mnt/lake/VBags/150902/frame0092.jpg,Autumn,0.6855,0.168,0.01357,0.1329,0.2234,0.1941,0.003088,0.5796,0.002928,0.001518,0.333,0.6626,0.6807,0.02023,0.1449,0.1543
/mnt/lake/VBags/150902/frame0066.jpg,Autumn,0.282,0.677,0.00965,0.03165,0.12195,0.275,0.003006,0.6,0.014465,0.002634,0.56,0.4229,0.3384,0.1478,0.12445,0.3894
/mnt/lake/VBags/150902/frame0082.jpg,Autumn,0.2976,0.6704,0.008705,0.0233,0.04492,0.2391,0.002134,0.714,0.003149,0.000569,0.3474,0.649,0.2128,0.1332,0.3975,0.2566
/mnt/lake/VBags/150902/frame0034.jpg,Autumn,0.2764,0.7056,0.01022,0.00809,0.2234,0.3352,0.003963,0.4373,0.01102,0.003107,0.797,0.1892,0.3003,0.1558,0.495,0.049
/mnt/lake/VBags/150902/frame0153.jpg,Autumn,0.02814,0.961,0.007812,0.002918,0.07825,0.3975,0.00576,0.5186,0.02238,0.005154,0.802,0.1707,0.0481,0.2156,0.696,0.0405
/mnt/lake/VBags/150902/frame0027.jpg,Autumn,0.09045,0.8994,0.003735,0.006157,0.5684,0.05045,0.002434,0.3787,0.06155,0.01485,0.863,0.0606,0.3723,0.07806,0.4287,0.1209
/mnt/lake/VBags/150902/frame0131.jpg,Autumn,0.05127,0.938,0.00492,0.00603,0.279,0.0892,0.002958,0.629,0.04056,0.01446,0.7896,0.1555,0.2322,0.07196,0.5234,0.1726
/mnt/lake/VBags/150902/frame0024.jpg,Autumn,0.4417,0.3386,0.0076,0.2119,0.0651,0.04916,0.0006585,0.8853,0.001446,0.00292,0.1203,0.8755,0.1433,0.02415,0.19,0.6426
/mnt/lake/VBags/150902/frame0061.jpg,Autumn,0.05704,0.935,0.003763,0.004005,0.2218,0.1432,0.003315,0.632,0.0245,0.004395,0.8506,0.1206,0.3262,0.1219,0.4321,0.12
/mnt/lake/VBags/150902/frame0094.jpg,Autumn,0.2314,0.713,0.00955,0.0463,0.04596,0.2334,0.001839,0.7188,0.001419,0.0001762,0.1257,0.8726,0.0964,0.1691,0.4185,0.316
/mnt/lake/VBags/150902/frame0151.jpg,Autumn,0.131,0.8276,0.0347,0.006622,0.2808,0.2023,0.008224,0.509,0.05695,0.0093,0.837,0.09686,0.239,0.0936,0.5645,0.1028
/mnt/lake/VBags/150902/frame0040.jpg,Autumn,0.1206,0.864,0.004677,0.01087,0.06744,0.0568,0.001255,0.8745,0.00283,0.0008564,0.7607,0.2356,0.246,0.0824,0.266,0.4055
/mnt/lake/VBags/150902/frame0078.jpg,Autumn,0.304,0.6436,0.01378,0.03864,0.06064,0.1388,0.001949,0.799,0.003685,0.001334,0.2927,0.702,0.1337,0.0652,0.5044,0.2966
/mnt/lake/VBags/150910/frame0200.jpg,Autumn,0.275,0.4062,0.2622,0.0567,0.3247,0.02882,0.02043,0.626,0.0496,0.3782,0.4705,0.10175,0.362,0.001901,0.5107,0.1251
/mnt/lake/VBags/150910/frame0201.jpg,Autumn,0.2917,0.4116,0.2273,0.06934,0.1805,0.01505,0.00769,0.797,0.10535,0.203,0.362,0.3296,0.1393,0.001986,0.5864,0.2727
/mnt/lake/VBags/150910/frame0157.jpg,Autumn,0.1969,0.527,0.2197,0.05643,0.06165,0.01419,0.01822,0.906,0.00633,0.04825,0.6357,0.3098,0.256,0.00091,0.429,0.314
/mnt/lake/VBags/150910/frame0404.jpg,Autumn,0.0803,0.7046,0.1987,0.01631,0.03708,0.363,0.02888,0.5713,0.00195,0.0001717,0.632,0.3657,0.006027,0.011086,0.9673,0.015396
/mnt/lake/VBags/150910/frame0390.jpg,Autumn,0.09,0.6865,0.1967,0.02702,0.10236,0.1797,0.04007,0.6777,0.002352,0.000415,0.694,0.3032,0.00963,0.00414,0.967,0.01945
/mnt/lake/VBags/150910/frame0389.jpg,Autumn,0.2228,0.4163,0.158,0.2029,0.1195,0.0359,0.01496,0.8296,0.002565,0.0001888,0.05484,0.9424,0.01918,0.002516,0.7783,0.2
/mnt/lake/VBags/150910/frame0312.jpg,Autumn,0.0785,0.768,0.1466,0.006645,0.1494,0.1747,0.0567,0.619,0.00508,0.000779,0.968,0.0262,0.04373,0.00583,0.935,0.01535
/mnt/lake/VBags/150910/frame0150.jpg,Autumn,0.273,0.464,0.1438,0.1192,0.0941,0.0571,0.00992,0.839,0.002737,0.001141,0.564,0.4324,0.02763,0.005974,0.8076,0.1589
/mnt/lake/VBags/150910/frame0446.jpg,Autumn,0.2852,0.567,0.1265,0.02132,0.1353,0.01949,0.003662,0.842,0.002823,0.0003588,0.9297,0.0673,0.09283,0.003126,0.7075,0.1965
/mnt/lake/VBags/150910/frame0160.jpg,Autumn,0.2208,0.659,0.111,0.008835,0.0652,0.02803,0.0072,0.8994,0.00695,0.001307,0.925,0.067,0.0853,0.01119,0.7256,0.1779
/mnt/lake/VBags/150910/frame0374.jpg,Autumn,0.4402,0.4988,0.03394,0.02727,0.267,0.05597,0.09375,0.5835,0.007103,2.027e-05,0.002342,0.9907,0.03818,0.01543,0.767,0.1793
/mnt/lake/VBags/150910/frame0354.jpg,Autumn,0.3062,0.572,0.0774,0.0448,0.00492,0.010254,0.002083,0.983,0.00546,0.0004146,0.1837,0.8105,0.0319,0.003414,0.2932,0.6714
/mnt/lake/VBags/150910/frame0120.jpg,Autumn,0.1354,0.816,0.02583,0.0228,0.136,0.3418,0.06946,0.453,0.03403,0.001128,0.524,0.4412,0.08484,0.1124,0.7217,0.081
/mnt/lake/VBags/150910/frame0133.jpg,Autumn,0.2189,0.7407,0.01216,0.02827,0.358,0.1144,0.03079,0.4968,0.05338,0.001827,0.2842,0.6606,0.1871,0.08435,0.5415,0.1871
/mnt/lake/VBags/150910/frame0372.jpg,Autumn,0.707,0.1788,0.01041,0.1035,0.1858,0.00709,0.02477,0.782,0.00597,0.0002059,0.005436,0.9883,0.0692,0.001267,0.2305,0.699
/mnt/lake/VBags/150910/frame0027.jpg,Autumn,0.1934,0.6855,0.0928,0.02829,0.2032,0.07135,0.01591,0.7095,0.01059,0.01802,0.939,0.03262,0.0453,0.007996,0.8027,0.1439
/mnt/lake/VBags/150910/frame0155.jpg,Autumn,0.2944,0.568,0.1067,0.03105,0.1323,0.05023,0.01907,0.7983,0.003847,0.0001945,0.9414,0.05478,0.0845,0.005657,0.789,0.121
/mnt/lake/VBags/150910/frame0400.jpg,Autumn,0.1581,0.7656,0.04745,0.02878,0.2296,0.2815,0.0599,0.429,0.0098,0.0003488,0.5024,0.4873,0.03522,0.01826,0.9077,0.03867
